Product,Year,Week,Day,Quantity_Ordered,Price_Each,Week_sin,Week_cos,Qty_Lag_1,Qty_Rolling_3
Phone accessories,2019,2,8,94,3.4215384615384616,0.23931566428755774,0.970941817426052,100.0,227.66666666666666
Phone cables,2019,2,8,104,12.862400000000001,0.23931566428755774,0.970941817426052,109.0,220.33333333333334
Refrigerators,2019,2,8,17,1452.9376470588234,0.23931566428755774,0.970941817426052,13.0,31.0
Smartwatches,2019,2,8,35,149.99800000000002,0.23931566428755774,0.970941817426052,39.0,73.66666666666667
Washing machines,2019,2,8,29,378.61310344827587,0.23931566428755774,0.970941817426052,29.0,63.0
Air conditioners,2019,2,9,22,654.5454545454545,0.23931566428755774,0.970941817426052,18.0,30.333333333333332
Bluetooth Headphones,2019,2,9,32,103.4275,0.23931566428755774,0.970941817426052,21.0,40.333333333333336
Phone accessories,2019,2,9,99,3.4213432835820896,0.23931566428755774,0.970941817426052,94.0,166.33333333333334
Phone cables,2019,2,9,118,13.052545454545454,0.23931566428755774,0.970941817426052,104.0,163.33333333333334
Refrigerators,2019,2,9,11,1445.450909090909,0.23931566428755774,0.970941817426052,17.0,23.666666666666668
Smartwatches,2019,2,9,37,149.99675675675675,0.23931566428755774,0.970941817426052,35.0,49.333333333333336
Washing machines,2019,2,9,38,371.5721052631579,0.23931566428755774,0.970941817426052,29.0,42.333333333333336
Air conditioners,2019,2,10,29,651.7241379310345,0.23931566428755774,0.970941817426052,22.0,21.0
Bluetooth Headphones,2019,2,10,37,101.88189189189188,0.23931566428755774,0.970941817426052,32.0,27.666666666666668
Phone accessories,2019,2,10,92,3.3959701492537313,0.23931566428755774,0.970941817426052,99.0,97.66666666666667
Phone cables,2019,2,10,123,13.141794871794872,0.23931566428755774,0.970941817426052,118.0,110.33333333333333
Refrigerators,2019,2,10,11,1190.9018181818183,0.23931566428755774,0.970941817426052,11.0,13.666666666666666
Smartwatches,2019,2,10,42,149.99761904761903,0.23931566428755774,0.970941817426052,37.0,37.0
Washing machines,2019,2,10,34,372.11454545454546,0.23931566428755774,0.970941817426052,38.0,32.0
Air conditioners,2019,2,11,22,663.6363636363636,0.23931566428755774,0.970941817426052,29.0,23.0
Bluetooth Headphones,2019,2,11,33,103.02030303030301,0.23931566428755774,0.970941817426052,37.0,30.0
Phone accessories,2019,2,11,83,3.4607692307692304,0.23931566428755774,0.970941817426052,92.0,95.0
Phone cables,2019,2,11,114,12.915818181818182,0.23931566428755774,0.970941817426052,123.0,115.0
Refrigerators,2019,2,11,26,1403.841923076923,0.23931566428755774,0.970941817426052,11.0,13.0
Smartwatches,2019,2,11,41,149.99560975609756,0.23931566428755774,0.970941817426052,42.0,38.0
Washing machines,2019,2,11,44,363.85795454545456,0.23931566428755774,0.970941817426052,34.0,33.666666666666664
Air conditioners,2019,2,12,21,638.0952380952381,0.23931566428755774,0.970941817426052,22.0,24.333333333333332
Bluetooth Headphones,2019,2,12,27,101.52846153846153,0.23931566428755774,0.970941817426052,33.0,34.0
Phone accessories,2019,2,12,110,3.3276712328767126,0.23931566428755774,0.970941817426052,83.0,91.33333333333333
Phone cables,2019,2,12,95,12.758735632183908,0.23931566428755774,0.970941817426052,114.0,118.33333333333333
Refrigerators,2019,2,12,10,1139.992,0.23931566428755774,0.970941817426052,26.0,16.0
Smartwatches,2019,2,12,43,149.9972093023256,0.23931566428755774,0.970941817426052,41.0,40.0
Washing machines,2019,2,12,34,369.11117647058825,0.23931566428755774,0.970941817426052,44.0,38.666666666666664
Air conditioners,2019,2,13,31,654.8387096774194,0.23931566428755774,0.970941817426052,21.0,24.0
Bluetooth Headphones,2019,2,13,36,102.21222222222222,0.23931566428755774,0.970941817426052,27.0,32.333333333333336
Phone accessories,2019,2,13,112,3.323108108108108,0.23931566428755774,0.970941817426052,110.0,95.0
Phone cables,2019,2,13,111,12.8648,0.23931566428755774,0.970941817426052,95.0,110.66666666666667
Refrigerators,2019,2,13,12,1583.3316666666667,0.23931566428755774,0.970941817426052,10.0,15.666666666666666
Smartwatches,2019,2,13,37,149.99675675675675,0.23931566428755774,0.970941817426052,43.0,42.0
Washing machines,2019,2,13,29,377.9234482758621,0.23931566428755774,0.970941817426052,34.0,37.333333333333336
Air conditioners,2019,3,14,15,653.3333333333334,0.3546048870425356,0.9350162426854148,31.0,24.666666666666668
Bluetooth Headphones,2019,3,14,26,101.14384615384614,0.3546048870425356,0.9350162426854148,36.0,32.0
Phone accessories,2019,3,14,92,3.394098360655738,0.3546048870425356,0.9350162426854148,112.0,101.66666666666667
Phone cables,2019,3,14,113,12.730392156862745,0.3546048870425356,0.9350162426854148,111.0,106.66666666666667
Refrigerators,2019,3,14,14,1399.9957142857143,0.3546048870425356,0.9350162426854148,12.0,16.0
Smartwatches,2019,3,14,32,149.9965625,0.3546048870425356,0.9350162426854148,37.0,40.333333333333336
Washing machines,2019,3,14,32,359.68125,0.3546048870425356,0.9350162426854148,29.0,35.666666666666664
Air conditioners,2019,3,15,26,640.0,0.3546048870425356,0.9350162426854148,15.0,22.333333333333332
Bluetooth Headphones,2019,3,15,25,101.99,0.3546048870425356,0.9350162426854148,26.0,29.666666666666668
Phone accessories,2019,3,15,96,3.391388888888889,0.3546048870425356,0.9350162426854148,92.0,104.66666666666667
Phone cables,2019,3,15,109,12.902380952380952,0.3546048870425356,0.9350162426854148,113.0,106.33333333333333
Refrigerators,2019,3,15,17,1370.5835294117646,0.3546048870425356,0.9350162426854148,14.0,12.0
Smartwatches,2019,3,15,47,149.99630434782608,0.3546048870425356,0.9350162426854148,32.0,37.333333333333336
Washing machines,2019,3,15,38,358.9428947368421,0.3546048870425356,0.9350162426854148,32.0,31.666666666666668
Air conditioners,2019,3,16,16,650.0,0.3546048870425356,0.9350162426854148,26.0,24.0
Bluetooth Headphones,2019,3,16,35,101.7042857142857,0.3546048870425356,0.9350162426854148,25.0,29.0
Phone accessories,2019,3,16,99,3.4031944444444444,0.3546048870425356,0.9350162426854148,96.0,100.0
Phone cables,2019,3,16,106,13.06494736842105,0.3546048870425356,0.9350162426854148,109.0,111.0
Refrigerators,2019,3,16,12,1291.6608333333334,0.3546048870425356,0.9350162426854148,17.0,14.333333333333334
Smartwatches,2019,3,16,44,149.9965909090909,0.3546048870425356,0.9350162426854148,47.0,38.666666666666664
Washing machines,2019,3,16,37,365.3989189189189,0.3546048870425356,0.9350162426854148,38.0,33.0
Air conditioners,2019,3,17,22,631.8181818181819,0.3546048870425356,0.9350162426854148,16.0,19.0
Bluetooth Headphones,2019,3,17,24,101.65666666666665,0.3546048870425356,0.9350162426854148,35.0,28.666666666666668
Phone accessories,2019,3,17,99,3.420666666666667,0.3546048870425356,0.9350162426854148,99.0,95.66666666666667
Phone cables,2019,3,17,94,13.08012048192771,0.3546048870425356,0.9350162426854148,106.0,109.33333333333333
Refrigerators,2019,3,17,16,1262.49375,0.3546048870425356,0.9350162426854148,12.0,14.333333333333334
Smartwatches,2019,3,17,42,149.99666666666667,0.3546048870425356,0.9350162426854148,44.0,41.0
Washing machines,2019,3,17,30,358.32800000000003,0.3546048870425356,0.9350162426854148,37.0,35.666666666666664
Air conditioners,2019,3,18,29,637.9310344827586,0.3546048870425356,0.9350162426854148,22.0,21.333333333333332
Bluetooth Headphones,2019,3,18,32,104.0525,0.3546048870425356,0.9350162426854148,24.0,28.0
Phone accessories,2019,3,18,97,3.415,0.3546048870425356,0.9350162426854148,99.0,98.0
Phone cables,2019,3,18,123,12.91,0.3546048870425356,0.9350162426854148,94.0,103.0
Refrigerators,2019,3,18,4,1700.0,0.3546048870425356,0.9350162426854148,16.0,15.0
Smartwatches,2019,3,18,37,149.99567567567567,0.3546048870425356,0.9350162426854148,42.0,44.333333333333336
Washing machines,2019,3,18,33,374.8415151515152,0.3546048870425356,0.9350162426854148,30.0,35.0
Air conditioners,2019,3,19,24,650.0,0.3546048870425356,0.9350162426854148,29.0,22.333333333333332
Bluetooth Headphones,2019,3,19,23,100.42478260869565,0.3546048870425356,0.9350162426854148,32.0,30.333333333333332
Phone accessories,2019,3,19,104,3.492816901408451,0.3546048870425356,0.9350162426854148,97.0,98.33333333333333
Phone cables,2019,3,19,124,12.761327433628319,0.3546048870425356,0.9350162426854148,123.0,107.66666666666667
Refrigerators,2019,3,19,14,1349.9950000000001,0.3546048870425356,0.9350162426854148,4.0,10.666666666666666
Smartwatches,2019,3,19,42,149.99714285714285,0.3546048870425356,0.9350162426854148,37.0,41.0
Washing machines,2019,3,19,33,360.9033333333333,0.3546048870425356,0.9350162426854148,33.0,33.333333333333336
Air conditioners,2019,3,20,23,643.4782608695652,0.3546048870425356,0.9350162426854148,24.0,25.0
Bluetooth Headphones,2019,3,20,27,101.84185185185186,0.3546048870425356,0.9350162426854148,23.0,26.333333333333332
Phone accessories,2019,3,20,111,3.415,0.3546048870425356,0.9350162426854148,104.0,100.0
Phone cables,2019,3,20,128,12.747073170731706,0.3546048870425356,0.9350162426854148,124.0,113.66666666666667
Refrigerators,2019,3,20,22,1381.8136363636365,0.3546048870425356,0.9350162426854148,14.0,11.333333333333334
Smartwatches,2019,3,20,42,149.9959523809524,0.3546048870425356,0.9350162426854148,42.0,40.333333333333336
Washing machines,2019,3,20,32,369.6821875,0.3546048870425356,0.9350162426854148,33.0,32.0
Air conditioners,2019,4,21,33,657.5757575757576,0.4647231720437685,0.8854560256532099,23.0,25.333333333333332
Bluetooth Headphones,2019,4,21,28,102.95296296296296,0.4647231720437685,0.8854560256532099,27.0,27.333333333333332
Phone accessories,2019,4,21,106,3.4773333333333336,0.4647231720437685,0.8854560256532099,111.0,104.0
Phone cables,2019,4,21,102,13.00557894736842,0.4647231720437685,0.8854560256532099,128.0,125.0
Refrigerators,2019,4,21,13,1376.9184615384615,0.4647231720437685,0.8854560256532099,22.0,13.333333333333334
Smartwatches,2019,4,21,29,149.99758620689656,0.4647231720437685,0.8854560256532099,42.0,40.333333333333336
Washing machines,2019,4,21,35,355.1382857142857,0.4647231720437685,0.8854560256532099,32.0,32.666666666666664
Air conditioners,2019,4,22,24,641.6666666666666,0.4647231720437685,0.8854560256532099,33.0,26.666666666666668
Bluetooth Headphones,2019,4,22,34,102.6370588235294,0.4647231720437685,0.8854560256532099,28.0,26.0
Phone accessories,2019,4,22,100,3.314342105263158,0.4647231720437685,0.8854560256532099,106.0,107.0
Phone cables,2019,4,22,120,12.970884955752213,0.4647231720437685,0.8854560256532099,102.0,118.0
Refrigerators,2019,4,22,16,1393.745625,0.4647231720437685,0.8854560256532099,13.0,16.333333333333332
Smartwatches,2019,4,22,35,149.9962857142857,0.4647231720437685,0.8854560256532099,29.0,37.666666666666664
Washing machines,2019,4,22,30,368.6596666666667,0.4647231720437685,0.8854560256532099,35.0,33.333333333333336
Air conditioners,2019,4,23,25,672.0,0.4647231720437685,0.8854560256532099,24.0,26.666666666666668
Bluetooth Headphones,2019,4,23,32,103.86096774193548,0.4647231720437685,0.8854560256532099,34.0,29.666666666666668
Phone accessories,2019,4,23,90,3.4072727272727272,0.4647231720437685,0.8854560256532099,100.0,105.66666666666667
Phone cables,2019,4,23,100,13.141011235955055,0.4647231720437685,0.8854560256532099,120.0,116.66666666666667
Refrigerators,2019,4,23,15,1419.9959999999999,0.4647231720437685,0.8854560256532099,16.0,17.0
Smartwatches,2019,4,23,40,149.99615384615385,0.4647231720437685,0.8854560256532099,35.0,35.333333333333336
Washing machines,2019,4,23,23,370.4291304347826,0.4647231720437685,0.8854560256532099,30.0,32.333333333333336
Air conditioners,2019,4,24,33,636.3636363636364,0.4647231720437685,0.8854560256532099,25.0,27.333333333333332
Bluetooth Headphones,2019,4,24,30,102.65666666666667,0.4647231720437685,0.8854560256532099,32.0,31.333333333333332
Phone accessories,2019,4,24,118,3.4357317073170734,0.4647231720437685,0.8854560256532099,90.0,98.66666666666667
Phone cables,2019,4,24,129,12.94606557377049,0.4647231720437685,0.8854560256532099,100.0,107.33333333333333
Refrigerators,2019,4,24,9,1388.8844444444444,0.4647231720437685,0.8854560256532099,15.0,14.666666666666666
Smartwatches,2019,4,24,41,149.9958536585366,0.4647231720437685,0.8854560256532099,40.0,34.666666666666664
Washing machines,2019,4,24,31,356.4464516129032,0.4647231720437685,0.8854560256532099,23.0,29.333333333333332
Air conditioners,2019,4,25,24,654.1666666666666,0.4647231720437685,0.8854560256532099,33.0,27.333333333333332
Bluetooth Headphones,2019,4,25,33,103.32333333333332,0.4647231720437685,0.8854560256532099,30.0,32.0
Phone accessories,2019,4,25,85,3.4352380952380956,0.4647231720437685,0.8854560256532099,118.0,102.66666666666667
Phone cables,2019,4,25,123,12.885384615384615,0.4647231720437685,0.8854560256532099,129.0,116.33333333333333
Refrigerators,2019,4,25,17,1288.229411764706,0.4647231720437685,0.8854560256532099,9.0,13.333333333333334
Smartwatches,2019,4,25,26,149.99692307692308,0.4647231720437685,0.8854560256532099,41.0,38.666666666666664
Washing machines,2019,4,25,30,364.66066666666666,0.4647231720437685,0.8854560256532099,31.0,28.0
Air conditioners,2019,4,26,33,669.6969696969697,0.4647231720437685,0.8854560256532099,24.0,27.333333333333332
Bluetooth Headphones,2019,4,26,29,103.78310344827587,0.4647231720437685,0.8854560256532099,33.0,31.666666666666668
Phone accessories,2019,4,26,126,3.4564634146341464,0.4647231720437685,0.8854560256532099,85.0,97.66666666666667
Phone cables,2019,4,26,128,12.945294117647059,0.4647231720437685,0.8854560256532099,123.0,117.33333333333333
Refrigerators,2019,4,26,16,1349.995,0.4647231720437685,0.8854560256532099,17.0,13.666666666666666
Smartwatches,2019,4,26,50,149.99591836734695,0.4647231720437685,0.8854560256532099,26.0,35.666666666666664
Washing machines,2019,4,26,41,370.2368292682927,0.4647231720437685,0.8854560256532099,30.0,28.0
Air conditioners,2019,4,27,24,658.3333333333334,0.4647231720437685,0.8854560256532099,33.0,30.0
Bluetooth Headphones,2019,4,27,30,102.32333333333332,0.4647231720437685,0.8854560256532099,29.0,30.666666666666668
Phone accessories,2019,4,27,88,3.4346153846153844,0.4647231720437685,0.8854560256532099,126.0,109.66666666666667
Phone cables,2019,4,27,104,12.815684210526316,0.4647231720437685,0.8854560256532099,128.0,126.66666666666667
Refrigerators,2019,4,27,18,1349.995,0.4647231720437685,0.8854560256532099,16.0,14.0
Smartwatches,2019,4,27,47,149.9972340425532,0.4647231720437685,0.8854560256532099,50.0,39.0
Washing machines,2019,4,27,32,369.6815625,0.4647231720437685,0.8854560256532099,41.0,34.0
Air conditioners,2019,5,1,35,654.2857142857143,0.5680647467311558,0.8229838658936564,24.0,27.0
Bluetooth Headphones,2019,5,1,42,102.48999999999998,0.5680647467311558,0.8229838658936564,30.0,30.666666666666668
Phone accessories,2019,5,1,122,3.396521739130435,0.5680647467311558,0.8229838658936564,88.0,99.66666666666667
Phone cables,2019,5,1,162,13.001733333333334,0.5680647467311558,0.8229838658936564,104.0,118.33333333333333
Refrigerators,2019,5,1,15,1233.3266666666668,0.5680647467311558,0.8229838658936564,18.0,17.0
Smartwatches,2019,5,1,36,149.99694444444447,0.5680647467311558,0.8229838658936564,47.0,41.0
Washing machines,2019,5,1,49,369.99291666666664,0.5680647467311558,0.8229838658936564,32.0,34.333333333333336
Air conditioners,2019,5,2,41,648.780487804878,0.5680647467311558,0.8229838658936564,35.0,30.666666666666668
Bluetooth Headphones,2019,5,2,42,102.42902439024391,0.5680647467311558,0.8229838658936564,42.0,33.666666666666664
Phone accessories,2019,5,2,140,3.415,0.5680647467311558,0.8229838658936564,122.0,112.0
Phone cables,2019,5,2,170,13.075534591194968,0.5680647467311558,0.8229838658936564,162.0,131.33333333333334
Refrigerators,2019,5,2,16,1437.49625,0.5680647467311558,0.8229838658936564,15.0,16.333333333333332
Smartwatches,2019,5,2,55,149.99727272727273,0.5680647467311558,0.8229838658936564,36.0,44.333333333333336
Washing machines,2019,5,2,35,373.13742857142853,0.5680647467311558,0.8229838658936564,49.0,40.666666666666664
Air conditioners,2019,5,3,32,659.375,0.5680647467311558,0.8229838658936564,41.0,33.333333333333336
Bluetooth Headphones,2019,5,3,42,100.94238095238094,0.5680647467311558,0.8229838658936564,42.0,38.0
Phone accessories,2019,5,3,118,3.462222222222222,0.5680647467311558,0.8229838658936564,140.0,116.66666666666667
Phone cables,2019,5,3,142,12.893407407407407,0.5680647467311558,0.8229838658936564,170.0,145.33333333333334
Refrigerators,2019,5,3,19,1257.8884210526317,0.5680647467311558,0.8229838658936564,16.0,16.333333333333332
Smartwatches,2019,5,3,59,149.9971186440678,0.5680647467311558,0.8229838658936564,55.0,46.0
Washing machines,2019,5,3,35,361.4214285714286,0.5680647467311558,0.8229838658936564,35.0,38.666666666666664
Air conditioners,2019,5,28,29,648.2758620689655,0.5680647467311558,0.8229838658936564,32.0,36.0
Bluetooth Headphones,2019,5,28,27,102.95296296296296,0.5680647467311558,0.8229838658936564,42.0,42.0
Phone accessories,2019,5,28,97,3.415,0.5680647467311558,0.8229838658936564,118.0,126.66666666666667
Phone cables,2019,5,28,136,12.938527131782946,0.5680647467311558,0.8229838658936564,142.0,158.0
Refrigerators,2019,5,28,14,1299.9942857142855,0.5680647467311558,0.8229838658936564,19.0,16.666666666666668
Smartwatches,2019,5,28,38,149.99684210526317,0.5680647467311558,0.8229838658936564,59.0,50.0
Washing machines,2019,5,28,27,363.455,0.5680647467311558,0.8229838658936564,35.0,39.666666666666664
Air conditioners,2019,5,29,29,637.9310344827586,0.5680647467311558,0.8229838658936564,29.0,34.0
Bluetooth Headphones,2019,5,29,22,102.26272727272726,0.5680647467311558,0.8229838658936564,27.0,37.0
Phone accessories,2019,5,29,109,3.3542857142857145,0.5680647467311558,0.8229838658936564,97.0,118.33333333333333
Phone cables,2019,5,29,111,12.991904761904761,0.5680647467311558,0.8229838658936564,136.0,149.33333333333334
Refrigerators,2019,5,29,14,1649.9992857142859,0.5680647467311558,0.8229838658936564,14.0,16.333333333333332
Smartwatches,2019,5,29,49,149.99693877551022,0.5680647467311558,0.8229838658936564,38.0,50.666666666666664
Washing machines,2019,5,29,24,362.07750000000004,0.5680647467311558,0.8229838658936564,27.0,32.333333333333336
Air conditioners,2019,5,30,23,656.5217391304348,0.5680647467311558,0.8229838658936564,29.0,30.0
Bluetooth Headphones,2019,5,30,25,102.79,0.5680647467311558,0.8229838658936564,22.0,30.333333333333332
Phone accessories,2019,5,30,99,3.415,0.5680647467311558,0.8229838658936564,109.0,108.0
Phone cables,2019,5,30,106,12.7724,0.5680647467311558,0.8229838658936564,111.0,129.66666666666666
Refrigerators,2019,5,30,15,1279.994,0.5680647467311558,0.8229838658936564,14.0,15.666666666666666
Smartwatches,2019,5,30,38,149.9971052631579,0.5680647467311558,0.8229838658936564,49.0,48.666666666666664
Washing machines,2019,5,30,33,363.02393939393943,0.5680647467311558,0.8229838658936564,24.0,28.666666666666668
Air conditioners,2019,5,31,24,654.1666666666666,0.5680647467311558,0.8229838658936564,23.0,27.0
Bluetooth Headphones,2019,5,31,20,101.49,0.5680647467311558,0.8229838658936564,25.0,24.666666666666668
Phone accessories,2019,5,31,70,3.4069811320754715,0.5680647467311558,0.8229838658936564,99.0,101.66666666666667
Phone cables,2019,5,31,99,13.20471264367816,0.5680647467311558,0.8229838658936564,106.0,117.66666666666667
Refrigerators,2019,5,31,19,1349.995,0.5680647467311558,0.8229838658936564,15.0,14.333333333333334
Smartwatches,2019,5,31,45,149.99681818181818,0.5680647467311558,0.8229838658936564,38.0,41.666666666666664
Washing machines,2019,5,31,31,356.7683870967742,0.5680647467311558,0.8229838658936564,33.0,28.0
Air conditioners,2019,6,4,34,644.1176470588235,0.6631226582407952,0.7485107481711011,24.0,25.333333333333332
Bluetooth Headphones,2019,6,4,42,102.42902439024391,0.6631226582407952,0.7485107481711011,20.0,22.333333333333332
Phone accessories,2019,6,4,135,3.401578947368421,0.6631226582407952,0.7485107481711011,70.0,92.66666666666667
Phone cables,2019,6,4,140,12.832137404580152,0.6631226582407952,0.7485107481711011,99.0,105.33333333333333
Refrigerators,2019,6,4,16,1262.49375,0.6631226582407952,0.7485107481711011,19.0,16.0
Smartwatches,2019,6,4,46,149.99652173913043,0.6631226582407952,0.7485107481711011,45.0,44.0
Washing machines,2019,6,4,39,377.1725641025641,0.6631226582407952,0.7485107481711011,31.0,29.333333333333332
Air conditioners,2019,6,5,34,655.8823529411765,0.6631226582407952,0.7485107481711011,34.0,27.0
Bluetooth Headphones,2019,6,5,40,102.73999999999998,0.6631226582407952,0.7485107481711011,42.0,29.0
Phone accessories,2019,6,5,118,3.4905555555555554,0.6631226582407952,0.7485107481711011,135.0,101.33333333333333
Phone cables,2019,6,5,133,13.194102564102565,0.6631226582407952,0.7485107481711011,140.0,115.0
Refrigerators,2019,6,5,17,1452.9376470588234,0.6631226582407952,0.7485107481711011,16.0,16.666666666666668
Smartwatches,2019,6,5,47,149.99717391304347,0.6631226582407952,0.7485107481711011,46.0,43.0
Washing machines,2019,6,5,43,367.4341860465116,0.6631226582407952,0.7485107481711011,39.0,34.333333333333336
Air conditioners,2019,6,6,35,645.7142857142857,0.6631226582407952,0.7485107481711011,34.0,30.666666666666668
